"","Concepto","year","mes","caja","morosidad","Mes"
"642","Créditos pequeñas empresas",2019,2,"CMAC Cusco",4.93748100071935,2019-02-01
"643","Créditos pequeñas empresas",2019,2,"CMAC Huancayo",4.66807387196057,2019-02-01
"644","Créditos pequeñas empresas",2019,2,"CMAC Piura",8.30176075959961,2019-02-01
"645","PréstamosPeq",2019,2,"CMAC Arequipa",7.44072488777658,2019-02-01
"646","PréstamosPeq",2019,2,"CMAC Cusco",4.94187183993182,2019-02-01
"647","PréstamosPeq",2019,2,"CMAC Huancayo",4.67119261968844,2019-02-01
"648","PréstamosPeq",2019,2,"CMAC Piura",8.30106698392414,2019-02-01
"649","Créditos a microempresas",2019,2,"CMAC Arequipa",4.76129305368318,2019-02-01
"650","Créditos a microempresas",2019,2,"CMAC Cusco",6.45659390778942,2019-02-01
"651","Créditos a microempresas",2019,2,"CMAC Huancayo",4.77404657821411,2019-02-01
"652","Créditos a microempresas",2019,2,"CMAC Piura",5.99685518069895,2019-02-01
"653","PréstamosMicro",2019,2,"CMAC Arequipa",4.76129305368318,2019-02-01
"654","PréstamosMicro",2019,2,"CMAC Cusco",6.45732600365896,2019-02-01
"655","PréstamosMicro",2019,2,"CMAC Huancayo",4.77197158243945,2019-02-01
"656","PréstamosMicro",2019,2,"CMAC Piura",5.98184252180357,2019-02-01
"657","Créditos pequeñas empresas",2019,3,"CMAC Arequipa",7.63078939943844,2019-03-01
"658","Créditos pequeñas empresas",2019,3,"CMAC Cusco",4.73929839879589,2019-03-01
"659","Créditos pequeñas empresas",2019,3,"CMAC Huancayo",4.56161706576479,2019-03-01
"660","Créditos pequeñas empresas",2019,3,"CMAC Piura",7.88826059956875,2019-03-01
"661","PréstamosPeq",2019,3,"CMAC Arequipa",7.63078939943844,2019-03-01
"662","PréstamosPeq",2019,3,"CMAC Cusco",4.74342595638347,2019-03-01
"663","PréstamosPeq",2019,3,"CMAC Huancayo",4.56510507292967,2019-03-01
"664","PréstamosPeq",2019,3,"CMAC Piura",7.88785394369747,2019-03-01
"665","Créditos a microempresas",2019,3,"CMAC Arequipa",4.82528508156981,2019-03-01
"666","Créditos a microempresas",2019,3,"CMAC Cusco",6.75237389106653,2019-03-01
"667","Créditos a microempresas",2019,3,"CMAC Huancayo",4.32993305513497,2019-03-01
"668","Créditos a microempresas",2019,3,"CMAC Piura",5.67985181303322,2019-03-01
"669","PréstamosMicro",2019,3,"CMAC Arequipa",4.82528508156981,2019-03-01
"670","PréstamosMicro",2019,3,"CMAC Cusco",6.75237389106653,2019-03-01
"671","PréstamosMicro",2019,3,"CMAC Huancayo",4.32788027899684,2019-03-01
"672","PréstamosMicro",2019,3,"CMAC Piura",5.66468015670899,2019-03-01
"673","Créditos pequeñas empresas",2019,4,"CMAC Arequipa",7.85970204200758,2019-04-01
"674","Créditos pequeñas empresas",2019,4,"CMAC Cusco",4.93700803356378,2019-04-01
"675","Créditos pequeñas empresas",2019,4,"CMAC Huancayo",4.6432352156469,2019-04-01
"676","Créditos pequeñas empresas",2019,4,"CMAC Piura",8.06218173713288,2019-04-01
"677","PréstamosPeq",2019,4,"CMAC Arequipa",7.85970204200758,2019-04-01
"678","PréstamosPeq",2019,4,"CMAC Cusco",4.94090487214915,2019-04-01
"679","PréstamosPeq",2019,4,"CMAC Huancayo",4.64657880575884,2019-04-01
"680","PréstamosPeq",2019,4,"CMAC Piura",8.06744199665567,2019-04-01
"681","Créditos a microempresas",2019,4,"CMAC Arequipa",4.98195363569997,2019-04-01
"682","Créditos a microempresas",2019,4,"CMAC Cusco",6.95942839709202,2019-04-01
"683","Créditos a microempresas",2019,4,"CMAC Huancayo",4.63122683805871,2019-04-01
"684","Créditos a microempresas",2019,4,"CMAC Piura",6.15890510017737,2019-04-01
"685","PréstamosMicro",2019,4,"CMAC Arequipa",4.98195363569997,2019-04-01
"686","PréstamosMicro",2019,4,"CMAC Cusco",6.95942839709202,2019-04-01
"687","PréstamosMicro",2019,4,"CMAC Huancayo",4.63845754217165,2019-04-01
"688","PréstamosMicro",2019,4,"CMAC Piura",6.13870075561097,2019-04-01
"689","Créditos pequeñas empresas",2019,5,"CMAC Arequipa",7.98408294331857,2019-05-01
"690","Créditos pequeñas empresas",2019,5,"CMAC Cusco",4.98999405179669,2019-05-01
"691","Créditos pequeñas empresas",2019,5,"CMAC Huancayo",3.90231118459711,2019-05-01
"692","Créditos pequeñas empresas",2019,5,"CMAC Piura",8.14342666993858,2019-05-01
"693","PréstamosPeq",2019,5,"CMAC Arequipa",7.98408294331857,2019-05-01
"694","PréstamosPeq",2019,5,"CMAC Cusco",4.99377658304264,2019-05-01
"695","PréstamosPeq",2019,5,"CMAC Huancayo",3.90542932810555,2019-05-01
"696","PréstamosPeq",2019,5,"CMAC Piura",8.15076787385245,2019-05-01
"697","Créditos a microempresas",2019,5,"CMAC Arequipa",5.02903506807839,2019-05-01
"698","Créditos a microempresas",2019,5,"CMAC Cusco",7.14252631463378,2019-05-01
"699","Créditos a microempresas",2019,5,"CMAC Huancayo",4.23308158704857,2019-05-01
"700","Créditos a microempresas",2019,5,"CMAC Piura",6.60088328270782,2019-05-01
"701","PréstamosMicro",2019,5,"CMAC Arequipa",5.02903506807839,2019-05-01
"702","PréstamosMicro",2019,5,"CMAC Cusco",7.14252631463378,2019-05-01
"703","PréstamosMicro",2019,5,"CMAC Huancayo",4.23945295840119,2019-05-01
"704","PréstamosMicro",2019,5,"CMAC Piura",6.58077053438369,2019-05-01
"705","Créditos pequeñas empresas",2019,6,"CMAC Arequipa",8.18118335892414,2019-06-01
"706","Créditos pequeñas empresas",2019,6,"CMAC Cusco",4.7734565163786,2019-06-01
"707","Créditos pequeñas empresas",2019,6,"CMAC Huancayo",3.93021481775155,2019-06-01
"708","Créditos pequeñas empresas",2019,6,"CMAC Piura",7.60260733723735,2019-06-01
"709","PréstamosPeq",2019,6,"CMAC Arequipa",8.18118335892414,2019-06-01
"710","PréstamosPeq",2019,6,"CMAC Cusco",4.77670509960522,2019-06-01
"711","PréstamosPeq",2019,6,"CMAC Huancayo",3.93397813775035,2019-06-01
"712","PréstamosPeq",2019,6,"CMAC Piura",7.60900780790655,2019-06-01
"713","Créditos a microempresas",2019,6,"CMAC Arequipa",5.02016806538875,2019-06-01
"714","Créditos a microempresas",2019,6,"CMAC Cusco",7.10994195354224,2019-06-01
"715","Créditos a microempresas",2019,6,"CMAC Huancayo",4.44271901327312,2019-06-01
"716","Créditos a microempresas",2019,6,"CMAC Piura",5.30256044380691,2019-06-01
"717","PréstamosMicro",2019,6,"CMAC Arequipa",5.02016806538875,2019-06-01
"718","PréstamosMicro",2019,6,"CMAC Cusco",7.10994195354224,2019-06-01
"719","PréstamosMicro",2019,6,"CMAC Huancayo",4.44885890985894,2019-06-01
"720","PréstamosMicro",2019,6,"CMAC Piura",5.27948862639392,2019-06-01
"721","Créditos pequeñas empresas",2019,7,"CMAC Arequipa",8.21239474387894,2019-07-01
"722","Créditos pequeñas empresas",2019,7,"CMAC Cusco",5.14480552505996,2019-07-01
"723","Créditos pequeñas empresas",2019,7,"CMAC Huancayo",4.16765629612397,2019-07-01
"724","Créditos pequeñas empresas",2019,7,"CMAC Piura",7.76357073332362,2019-07-01
"725","PréstamosPeq",2019,7,"CMAC Arequipa",8.21239474387894,2019-07-01
"726","PréstamosPeq",2019,7,"CMAC Cusco",5.14781666081145,2019-07-01
"727","PréstamosPeq",2019,7,"CMAC Huancayo",4.17172819468118,2019-07-01
"728","PréstamosPeq",2019,7,"CMAC Piura",7.77522237997761,2019-07-01
"729","Créditos a microempresas",2019,7,"CMAC Arequipa",5.16875018743889,2019-07-01
"730","Créditos a microempresas",2019,7,"CMAC Cusco",7.37293696041589,2019-07-01
"731","Créditos a microempresas",2019,7,"CMAC Huancayo",4.65131103540068,2019-07-01
"732","Créditos a microempresas",2019,7,"CMAC Piura",5.82611056789858,2019-07-01
"733","PréstamosMicro",2019,7,"CMAC Arequipa",5.16875018743889,2019-07-01
"734","PréstamosMicro",2019,7,"CMAC Cusco",7.37293696041589,2019-07-01
"735","PréstamosMicro",2019,7,"CMAC Huancayo",4.65899928082867,2019-07-01
"736","PréstamosMicro",2019,7,"CMAC Piura",5.80356396635288,2019-07-01
"737","Créditos pequeñas empresas",2019,8,"CMAC Arequipa",7.97520278411145,2019-08-01
"738","Créditos pequeñas empresas",2019,8,"CMAC Cusco",5.32571410780971,2019-08-01
"739","Créditos pequeñas empresas",2019,8,"CMAC Huancayo",3.61079242510702,2019-08-01
"740","Créditos pequeñas empresas",2019,8,"CMAC Piura",8.02636089352754,2019-08-01
"741","PréstamosPeq",2019,8,"CMAC Arequipa",7.97520278411145,2019-08-01
"742","PréstamosPeq",2019,8,"CMAC Cusco",5.32849481849952,2019-08-01
"743","PréstamosPeq",2019,8,"CMAC Huancayo",3.61437425842302,2019-08-01
"744","PréstamosPeq",2019,8,"CMAC Piura",8.03502025530521,2019-08-01
"745","Créditos a microempresas",2019,8,"CMAC Arequipa",4.76598685851084,2019-08-01
"746","Créditos a microempresas",2019,8,"CMAC Cusco",7.51892640172382,2019-08-01
"747","Créditos a microempresas",2019,8,"CMAC Huancayo",4.38151153685024,2019-08-01
"748","Créditos a microempresas",2019,8,"CMAC Piura",6.35974714356272,2019-08-01
"749","PréstamosMicro",2019,8,"CMAC Arequipa",4.76598685851084,2019-08-01
"750","PréstamosMicro",2019,8,"CMAC Cusco",7.51892640172382,2019-08-01
"751","PréstamosMicro",2019,8,"CMAC Huancayo",4.38798192746684,2019-08-01
"752","PréstamosMicro",2019,8,"CMAC Piura",6.34934727111222,2019-08-01
"753","Créditos pequeñas empresas",2019,9,"CMAC Arequipa",7.68183689721493,2019-09-01
"754","Créditos pequeñas empresas",2019,9,"CMAC Cusco",5.13976384854706,2019-09-01
"755","Créditos pequeñas empresas",2019,9,"CMAC Huancayo",2.63342356970263,2019-09-01
"756","Créditos pequeñas empresas",2019,9,"CMAC Piura",8.21291532499188,2019-09-01
"757","PréstamosPeq",2019,9,"CMAC Arequipa",7.68183689721493,2019-09-01
"758","PréstamosPeq",2019,9,"CMAC Cusco",5.14304119971461,2019-09-01
"759","PréstamosPeq",2019,9,"CMAC Huancayo",2.63579413795101,2019-09-01
"760","PréstamosPeq",2019,9,"CMAC Piura",8.23442647488184,2019-09-01
"761","Créditos a microempresas",2019,9,"CMAC Arequipa",5.17188003512863,2019-09-01
"762","Créditos a microempresas",2019,9,"CMAC Cusco",7.31805528994497,2019-09-01
"763","Créditos a microempresas",2019,9,"CMAC Huancayo",3.80322690470123,2019-09-01
"764","Créditos a microempresas",2019,9,"CMAC Piura",6.82959270041464,2019-09-01
"765","PréstamosMicro",2019,9,"CMAC Arequipa",5.17188003512863,2019-09-01
"766","PréstamosMicro",2019,9,"CMAC Cusco",7.31809677871502,2019-09-01
"767","PréstamosMicro",2019,9,"CMAC Huancayo",3.80820339413409,2019-09-01
"768","PréstamosMicro",2019,9,"CMAC Piura",6.81406139489884,2019-09-01
"769","Créditos pequeñas empresas",2020,1,"CMAC Arequipa",6.774935661227,2020-01-01
"770","Créditos pequeñas empresas",2020,1,"CMAC Cusco",4.80827757815545,2020-01-01
"771","Créditos pequeñas empresas",2020,1,"CMAC Huancayo",3.63736254293917,2020-01-01
"772","Créditos pequeñas empresas",2020,1,"CMAC Piura",8.41363375916247,2020-01-01
"773","PréstamosPeq",2020,1,"CMAC Arequipa",6.774935661227,2020-01-01
"774","PréstamosPeq",2020,1,"CMAC Cusco",4.81046021802354,2020-01-01
"775","PréstamosPeq",2020,1,"CMAC Huancayo",3.63952566894505,2020-01-01
"776","PréstamosPeq",2020,1,"CMAC Piura",8.42357333228821,2020-01-01
"777","Créditos a microempresas",2020,1,"CMAC Arequipa",4.75158123373315,2020-01-01
"778","Créditos a microempresas",2020,1,"CMAC Cusco",6.86120431131539,2020-01-01
"779","Créditos a microempresas",2020,1,"CMAC Huancayo",4.50482916793009,2020-01-01
"780","Créditos a microempresas",2020,1,"CMAC Piura",6.99075015782632,2020-01-01
"781","PréstamosMicro",2020,1,"CMAC Arequipa",4.75158123373315,2020-01-01
"782","PréstamosMicro",2020,1,"CMAC Cusco",6.86120431131539,2020-01-01
"783","PréstamosMicro",2020,1,"CMAC Huancayo",4.50461524161321,2020-01-01
"784","PréstamosMicro",2020,1,"CMAC Piura",6.98383235115061,2020-01-01
"785","Créditos pequeñas empresas",2020,10,"CMAC Arequipa",4.83570036216727,2020-10-01
"786","Créditos pequeñas empresas",2020,10,"CMAC Cusco",2.41646712861519,2020-10-01
"787","Créditos pequeñas empresas",2020,10,"CMAC Huancayo",2.42995755703495,2020-10-01
"788","Créditos pequeñas empresas",2020,10,"CMAC Piura",7.14722180900524,2020-10-01
"789","PréstamosPeq",2020,10,"CMAC Arequipa",4.83570036216727,2020-10-01
"790","PréstamosPeq",2020,10,"CMAC Cusco",2.41468931783091,2020-10-01
"791","PréstamosPeq",2020,10,"CMAC Huancayo",2.43009810848689,2020-10-01
"792","PréstamosPeq",2020,10,"CMAC Piura",7.1387140519423,2020-10-01
"793","Créditos a microempresas",2020,10,"CMAC Arequipa",4.77089105394698,2020-10-01
"794","Créditos a microempresas",2020,10,"CMAC Cusco",3.14334647843362,2020-10-01
"795","Créditos a microempresas",2020,10,"CMAC Huancayo",2.18991040970826,2020-10-01
"796","Créditos a microempresas",2020,10,"CMAC Piura",6.53684371744208,2020-10-01
"797","PréstamosMicro",2020,10,"CMAC Arequipa",4.77089105394698,2020-10-01
"798","PréstamosMicro",2020,10,"CMAC Cusco",3.14334647843362,2020-10-01
"799","PréstamosMicro",2020,10,"CMAC Huancayo",2.18991040970826,2020-10-01
"800","PréstamosMicro",2020,10,"CMAC Piura",6.51392387059594,2020-10-01
"801","Créditos pequeñas empresas",2020,11,"CMAC Arequipa",4.2110092926846,2020-11-01
"802","Créditos pequeñas empresas",2020,11,"CMAC Cusco",2.49397792344241,2020-11-01
"803","Créditos pequeñas empresas",2020,11,"CMAC Huancayo",2.29219476528314,2020-11-01
"804","Créditos pequeñas empresas",2020,11,"CMAC Piura",6.9936631712711,2020-11-01
"805","PréstamosPeq",2020,11,"CMAC Arequipa",4.2110092926846,2020-11-01
"806","PréstamosPeq",2020,11,"CMAC Cusco",2.49458882155413,2020-11-01
"807","PréstamosPeq",2020,11,"CMAC Huancayo",2.29269681354745,2020-11-01
"808","PréstamosPeq",2020,11,"CMAC Piura",6.98444818347349,2020-11-01
"809","Créditos a microempresas",2020,11,"CMAC Arequipa",4.1038838507136,2020-11-01
"810","Créditos a microempresas",2020,11,"CMAC Cusco",3.03468129560856,2020-11-01
"811","Créditos a microempresas",2020,11,"CMAC Huancayo",1.97115981729842,2020-11-01
"812","Créditos a microempresas",2020,11,"CMAC Piura",6.22012022476619,2020-11-01
"813","PréstamosMicro",2020,11,"CMAC Arequipa",4.1038838507136,2020-11-01
"814","PréstamosMicro",2020,11,"CMAC Cusco",3.03468129560856,2020-11-01
"815","PréstamosMicro",2020,11,"CMAC Huancayo",1.97115981729842,2020-11-01
"816","PréstamosMicro",2020,11,"CMAC Piura",6.20060065587409,2020-11-01
"817","Créditos pequeñas empresas",2020,12,"CMAC Arequipa",3.84440592158468,2020-12-01
"818","Créditos pequeñas empresas",2020,12,"CMAC Cusco",1.98839049716387,2020-12-01
"819","Créditos pequeñas empresas",2020,12,"CMAC Huancayo",2.08563858894513,2020-12-01
"820","Créditos pequeñas empresas",2020,12,"CMAC Piura",6.8322346977956,2020-12-01
"821","PréstamosPeq",2020,12,"CMAC Arequipa",3.84440592158468,2020-12-01
"822","PréstamosPeq",2020,12,"CMAC Cusco",1.98885410513138,2020-12-01
"823","PréstamosPeq",2020,12,"CMAC Huancayo",2.0865091145382,2020-12-01
"824","PréstamosPeq",2020,12,"CMAC Piura",6.82329806788404,2020-12-01
"825","Créditos a microempresas",2020,12,"CMAC Arequipa",3.40648004578842,2020-12-01
"826","Créditos a microempresas",2020,12,"CMAC Cusco",2.35481842773724,2020-12-01
"827","Créditos a microempresas",2020,12,"CMAC Huancayo",1.82518118014356,2020-12-01
"828","Créditos a microempresas",2020,12,"CMAC Piura",6.07377219747806,2020-12-01
"829","PréstamosMicro",2020,12,"CMAC Arequipa",3.40648004578842,2020-12-01
"830","PréstamosMicro",2020,12,"CMAC Cusco",2.35481842773724,2020-12-01
"831","PréstamosMicro",2020,12,"CMAC Huancayo",1.82518118014356,2020-12-01
"832","PréstamosMicro",2020,12,"CMAC Piura",6.0579270520928,2020-12-01
"833","Créditos pequeñas empresas",2020,2,"CMAC Arequipa",6.83036331656342,2020-02-01
"834","Créditos pequeñas empresas",2020,2,"CMAC Cusco",4.8548017474146,2020-02-01
"835","Créditos pequeñas empresas",2020,2,"CMAC Huancayo",3.49307320025331,2020-02-01
"836","Créditos pequeñas empresas",2020,2,"CMAC Piura",8.78907154291958,2020-02-01
"837","PréstamosPeq",2020,2,"CMAC Arequipa",6.83036331656342,2020-02-01
"838","PréstamosPeq",2020,2,"CMAC Cusco",4.85674397979844,2020-02-01
"839","PréstamosPeq",2020,2,"CMAC Huancayo",3.4941932870722,2020-02-01
"840","PréstamosPeq",2020,2,"CMAC Piura",8.79067128541131,2020-02-01
"841","Créditos a microempresas",2020,2,"CMAC Arequipa",5.01821195781626,2020-02-01
"842","Créditos a microempresas",2020,2,"CMAC Cusco",6.29215979503609,2020-02-01
"843","Créditos a microempresas",2020,2,"CMAC Huancayo",3.13823557195851,2020-02-01
"844","Créditos a microempresas",2020,2,"CMAC Piura",7.07484423052724,2020-02-01
"845","PréstamosMicro",2020,2,"CMAC Arequipa",5.01821195781626,2020-02-01
"846","PréstamosMicro",2020,2,"CMAC Cusco",6.29215979503609,2020-02-01
"847","PréstamosMicro",2020,2,"CMAC Huancayo",3.13824348084607,2020-02-01
"848","PréstamosMicro",2020,2,"CMAC Piura",7.07524286178807,2020-02-01
"849","Créditos pequeñas empresas",2020,3,"CMAC Arequipa",6.61475910239364,2020-03-01
"850","Créditos pequeñas empresas",2020,3,"CMAC Cusco",4.73598274429031,2020-03-01
"851","Créditos pequeñas empresas",2020,3,"CMAC Huancayo",4.73034585987851,2020-03-01
"852","Créditos pequeñas empresas",2020,3,"CMAC Piura",8.51577308510747,2020-03-01
"853","PréstamosPeq",2020,3,"CMAC Arequipa",6.61475910239364,2020-03-01
"854","PréstamosPeq",2020,3,"CMAC Cusco",4.7377440265503,2020-03-01
"855","PréstamosPeq",2020,3,"CMAC Huancayo",4.73179371935814,2020-03-01
"856","PréstamosPeq",2020,3,"CMAC Piura",8.52447864616517,2020-03-01
"857","Créditos a microempresas",2020,3,"CMAC Arequipa",5.08929453092624,2020-03-01
"858","Créditos a microempresas",2020,3,"CMAC Cusco",6.53972875259453,2020-03-01
"859","Créditos a microempresas",2020,3,"CMAC Huancayo",4.07721112774433,2020-03-01
"860","Créditos a microempresas",2020,3,"CMAC Piura",6.86330630959108,2020-03-01
"861","PréstamosMicro",2020,3,"CMAC Arequipa",5.08929453092624,2020-03-01
"862","PréstamosMicro",2020,3,"CMAC Cusco",6.53972875259453,2020-03-01
"863","PréstamosMicro",2020,3,"CMAC Huancayo",4.07722191826667,2020-03-01
"864","PréstamosMicro",2020,3,"CMAC Piura",6.84730713887588,2020-03-01
"865","Créditos pequeñas empresas",2020,4,"CMAC Arequipa",6.48558039724876,2020-04-01
"866","Créditos pequeñas empresas",2020,4,"CMAC Cusco",4.60292355511605,2020-04-01
"867","Créditos pequeñas empresas",2020,4,"CMAC Huancayo",4.20846944944817,2020-04-01
"868","Créditos pequeñas empresas",2020,4,"CMAC Piura",8.56046414458072,2020-04-01
"869","PréstamosPeq",2020,4,"CMAC Arequipa",6.48558039724876,2020-04-01
"870","PréstamosPeq",2020,4,"CMAC Cusco",4.60453424058543,2020-04-01
"871","PréstamosPeq",2020,4,"CMAC Huancayo",4.20972638173878,2020-04-01
"872","PréstamosPeq",2020,4,"CMAC Piura",8.56897298360667,2020-04-01
"873","Créditos a microempresas",2020,4,"CMAC Arequipa",5.51744240859062,2020-04-01
"874","Créditos a microempresas",2020,4,"CMAC Cusco",7.03738907842357,2020-04-01
"875","Créditos a microempresas",2020,4,"CMAC Huancayo",4.07318709002163,2020-04-01
"876","Créditos a microempresas",2020,4,"CMAC Piura",7.43839373793856,2020-04-01
"877","PréstamosMicro",2020,4,"CMAC Arequipa",5.51744240859062,2020-04-01
"878","PréstamosMicro",2020,4,"CMAC Cusco",7.03738907842357,2020-04-01
"879","PréstamosMicro",2020,4,"CMAC Huancayo",4.07319865705362,2020-04-01
"880","PréstamosMicro",2020,4,"CMAC Piura",7.42215546808979,2020-04-01
"881","Créditos pequeñas empresas",2020,5,"CMAC Arequipa",6.31726466875075,2020-05-01
"882","Créditos pequeñas empresas",2020,5,"CMAC Cusco",4.3068219633464,2020-05-01
"883","Créditos pequeñas empresas",2020,5,"CMAC Huancayo",3.68162736842628,2020-05-01
"884","Créditos pequeñas empresas",2020,5,"CMAC Piura",8.38727397030186,2020-05-01
"885","PréstamosPeq",2020,5,"CMAC Arequipa",6.31726466875075,2020-05-01
"886","PréstamosPeq",2020,5,"CMAC Cusco",4.3081255649594,2020-05-01
"887","PréstamosPeq",2020,5,"CMAC Huancayo",3.68257229633325,2020-05-01
"888","PréstamosPeq",2020,5,"CMAC Piura",8.39124586054409,2020-05-01
"889","Créditos a microempresas",2020,5,"CMAC Arequipa",5.96058164875874,2020-05-01
"890","Créditos a microempresas",2020,5,"CMAC Cusco",7.32834537497807,2020-05-01
"891","Créditos a microempresas",2020,5,"CMAC Huancayo",4.33848794611109,2020-05-01
"892","Créditos a microempresas",2020,5,"CMAC Piura",7.89835949376767,2020-05-01
"893","PréstamosMicro",2020,5,"CMAC Arequipa",5.96058164875874,2020-05-01
"894","PréstamosMicro",2020,5,"CMAC Cusco",7.32834537497807,2020-05-01
"895","PréstamosMicro",2020,5,"CMAC Huancayo",4.33850098434394,2020-05-01
"896","PréstamosMicro",2020,5,"CMAC Piura",7.88135766448449,2020-05-01
"897","Créditos pequeñas empresas",2020,6,"CMAC Arequipa",6.07954359452936,2020-06-01
"898","Créditos pequeñas empresas",2020,6,"CMAC Cusco",3.96611283620642,2020-06-01
"899","Créditos pequeñas empresas",2020,6,"CMAC Huancayo",3.23028796728139,2020-06-01
"900","Créditos pequeñas empresas",2020,6,"CMAC Piura",8.01144198678767,2020-06-01
"901","PréstamosPeq",2020,6,"CMAC Arequipa",6.07954359452936,2020-06-01
"902","PréstamosPeq",2020,6,"CMAC Cusco",3.96800073312327,2020-06-01
"903","PréstamosPeq",2020,6,"CMAC Huancayo",3.23107727590737,2020-06-01
"904","PréstamosPeq",2020,6,"CMAC Piura",8.00250095731632,2020-06-01
"905","Créditos a microempresas",2020,6,"CMAC Arequipa",6.34172355683609,2020-06-01
"906","Créditos a microempresas",2020,6,"CMAC Cusco",7.78097528472475,2020-06-01
"907","Créditos a microempresas",2020,6,"CMAC Huancayo",4.28038861863105,2020-06-01
"908","Créditos a microempresas",2020,6,"CMAC Piura",7.87650542073209,2020-06-01
"909","PréstamosMicro",2020,6,"CMAC Arequipa",6.34172355683609,2020-06-01
"910","PréstamosMicro",2020,6,"CMAC Cusco",7.78097528472475,2020-06-01
"911","PréstamosMicro",2020,6,"CMAC Huancayo",4.28039529431841,2020-06-01
"912","PréstamosMicro",2020,6,"CMAC Piura",7.8530132424056,2020-06-01
"913","Créditos pequeñas empresas",2020,7,"CMAC Arequipa",5.7173288312664,2020-07-01
"914","Créditos pequeñas empresas",2020,7,"CMAC Cusco",2.90190670940892,2020-07-01
"915","Créditos pequeñas empresas",2020,7,"CMAC Huancayo",3.25960936032293,2020-07-01
"916","Créditos pequeñas empresas",2020,7,"CMAC Piura",7.6157694270286,2020-07-01
"917","PréstamosPeq",2020,7,"CMAC Arequipa",5.7173288312664,2020-07-01
"918","PréstamosPeq",2020,7,"CMAC Cusco",2.90327715405187,2020-07-01
"919","PréstamosPeq",2020,7,"CMAC Huancayo",3.26049640823947,2020-07-01
"920","PréstamosPeq",2020,7,"CMAC Piura",7.60763915691241,2020-07-01
"921","Créditos a microempresas",2020,7,"CMAC Arequipa",6.43626420454923,2020-07-01
"922","Créditos a microempresas",2020,7,"CMAC Cusco",4.75642668831128,2020-07-01
"923","Créditos a microempresas",2020,7,"CMAC Huancayo",4.37717663693043,2020-07-01
"924","Créditos a microempresas",2020,7,"CMAC Piura",7.40224814393538,2020-07-01
"925","PréstamosMicro",2020,7,"CMAC Arequipa",6.43626420454923,2020-07-01
"926","PréstamosMicro",2020,7,"CMAC Cusco",4.75642668831128,2020-07-01
"927","PréstamosMicro",2020,7,"CMAC Huancayo",4.37718326194046,2020-07-01
"928","PréstamosMicro",2020,7,"CMAC Piura",7.37540131749383,2020-07-01
"929","Créditos pequeñas empresas",2020,8,"CMAC Arequipa",5.46580416943281,2020-08-01
"930","Créditos pequeñas empresas",2020,8,"CMAC Cusco",2.74156135486292,2020-08-01
"931","Créditos pequeñas empresas",2020,8,"CMAC Huancayo",2.80834328565731,2020-08-01
"932","Créditos pequeñas empresas",2020,8,"CMAC Piura",7.25194163767229,2020-08-01
"933","PréstamosPeq",2020,8,"CMAC Arequipa",5.46580416943281,2020-08-01
"934","PréstamosPeq",2020,8,"CMAC Cusco",2.74138035470722,2020-08-01
"935","PréstamosPeq",2020,8,"CMAC Huancayo",2.79854876545464,2020-08-01
"936","PréstamosPeq",2020,8,"CMAC Piura",7.2453673652934,2020-08-01
"937","Créditos a microempresas",2020,8,"CMAC Arequipa",6.52797431858617,2020-08-01
"938","Créditos a microempresas",2020,8,"CMAC Cusco",4.25071687850433,2020-08-01
"939","Créditos a microempresas",2020,8,"CMAC Huancayo",3.07211003879587,2020-08-01
"940","Créditos a microempresas",2020,8,"CMAC Piura",6.9890985495411,2020-08-01
"941","PréstamosMicro",2020,8,"CMAC Arequipa",6.52797431858617,2020-08-01
"942","PréstamosMicro",2020,8,"CMAC Cusco",4.25071687850433,2020-08-01
"943","PréstamosMicro",2020,8,"CMAC Huancayo",3.07211003879587,2020-08-01
"944","PréstamosMicro",2020,8,"CMAC Piura",6.96301165746683,2020-08-01
"945","Créditos pequeñas empresas",2020,9,"CMAC Arequipa",5.47177516959888,2020-09-01
"946","Créditos pequeñas empresas",2020,9,"CMAC Cusco",2.73906056040238,2020-09-01
"947","Créditos pequeñas empresas",2020,9,"CMAC Huancayo",2.66750306321105,2020-09-01
"948","Créditos pequeñas empresas",2020,9,"CMAC Piura",7.41217726222321,2020-09-01
"949","PréstamosPeq",2020,9,"CMAC Arequipa",5.47177516959888,2020-09-01
"950","PréstamosPeq",2020,9,"CMAC Cusco",2.73842911919043,2020-09-01
"951","PréstamosPeq",2020,9,"CMAC Huancayo",2.66791306044429,2020-09-01
"952","PréstamosPeq",2020,9,"CMAC Piura",7.40521221868995,2020-09-01
"953","Créditos a microempresas",2020,9,"CMAC Arequipa",5.65839485373102,2020-09-01
"954","Créditos a microempresas",2020,9,"CMAC Cusco",3.96462643899609,2020-09-01
"955","Créditos a microempresas",2020,9,"CMAC Huancayo",2.6706218145489,2020-09-01
"956","Créditos a microempresas",2020,9,"CMAC Piura",7.04091552961709,2020-09-01
"957","PréstamosMicro",2020,9,"CMAC Arequipa",5.65839485373102,2020-09-01
"958","PréstamosMicro",2020,9,"CMAC Cusco",3.96462643899609,2020-09-01
"959","PréstamosMicro",2020,9,"CMAC Huancayo",2.6706218145489,2020-09-01
"960","PréstamosMicro",2020,9,"CMAC Piura",7.01491049516791,2020-09-01
"961","Créditos pequeñas empresas",2021,1,"CMAC Arequipa",4.02391105483328,2021-01-01
"962","Créditos pequeñas empresas",2021,1,"CMAC Cusco",2.11547761759495,2021-01-01
